idweb,dateparution,datefindiffusion,datelimitereponse,nomacheteur,code_departement,famille,nature,nature_libelle,type_procedure,type_marche,type_avis,descripteur_libelle,objet,titulaire,annonce_lie,contractfolderid,etat,url_avis,donnees_format,cpv_principal,cpv_all,buyer_siret,buyer_cp,buyer_ville,amount_eur,duration_months,duration_source_field,date_attribution,date_publication_anterieure
21-4880,2021-01-12,2021-04-11,,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,44,FNS,ATTRIBUTION,Résultat de marché,PROCEDURE_ADAPTE,,|10|6,Logiciel,Acquisition et maintenance d'un logiciel de suivi-évaluation des politiques publiques,ACT21,20-107792,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-4880,legacy,72220000,72220000,,44605,Saint-Nazaire,52305.0,,,2021-01-07,
21-12643,2021-01-27,2021-02-26,2021-02-25T13:00:00+00:00,SEC GAL POUR L ADM MIN INTERIEUR OUEST,35|53|44|56|22|50,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,TRAVAUX,5|1|,Electricité (travaux)|Gros oeuvre|Menuiserie|Peinture (travaux)|Télésurveillance,Travaux de construction d'une soute à Saint Jacques De La Lande (35) en procédure adaptée restreinte : phase candidature. L'opération a pour objet la création un bâtiment neuf de 90 mètres carrés envir,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-12643,legacy,45000000,45000000|34928200|None|09310000|32323500,,35207,Rennes cedex 2,,6.0,DUREE_MOIS,,
21-4950,2021-01-15,2021-01-31,,GIE SESAM Vitale,72,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,SERVICES,|10|6,Numérisation,Numérisation des photos pour la personnalisation des cartes Vitale,Jouve,20-27358|20-42931,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-4950,legacy,72314000,72314000,,72019,Le mans cedex 2,4616240.0,,,2021-01-06,2020-02-25
21-14714,2021-02-01,2021-03-15,2021-03-01T12:00:00+00:00,Université de Nantes,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,FOURNITURES,5|1|,Logiciel,Acquisition d'une solution numérique dédiée à l'évaluation des risques professionnels et à la rédaction du document unique pour l'Université de Nantes,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-14714,legacy,48000000,48000000,,44035,Nantes cedex 1,,,,,
21-9965,2021-01-24,2021-03-26,,Conseil régional des Pays de la Loire,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (assistance),"PRESTATION D'ASSISTANCE SUR LE SYSTEME D'INFORMATION DÉCISIONNEL, L'OPEN DATA ET L'ALIMENTATION ET LA GESTION DE BASES DE DONNEES",BUSINESS ET DECISION,20-110309,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-9965,legacy,72220000,72220000,,44966,Nantes cedex 9,200880.0,,,2021-01-11,2020-09-08
21-13474,2021-02-03,2021-03-15,,Nantes Métropole,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),maintenance et l'acquisition de licences et progiciels systèmes,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-13474,legacy,72260000,72260000,,,Nantes cedex 9,,48.0,DUREE_MOIS,,
21-9964,2021-01-24,2021-02-21,,VENDEE EAU,85,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,SERVICES,|10|6,Informatique (maintenance serveurs et réseaux),Fourniture et prestations de refonte et de maintenance des infrastructures du système d'informations de Vendée Eau,DYNAMIPS,20-91479,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-9964,legacy,72514300,72514300|None,,85036,La Roche sur Yon,251947.0,,,2021-01-07,2020-07-17
21-16407,2021-02-04,2021-03-06,2021-03-05T11:00:00+00:00,Communauté d'agglomération du Niortais,79|16|17|85|86,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Maintenance,"La présente consultation a pour objet les prestations de maintenance applicative, d'assistance, de prestations sur les produits SAP existants (Business Object) et sur le système d'informatio",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-16407,legacy,72267100,72267100,,79027,Niort cedex,,12.0,DUREE_MOIS,,
21-10246,2021-01-24,2021-03-22,,CHU de Nantes,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Dématérialisation,Fourniture d'une solution de dématérialisation des demandes de prise en charge et des factures vers les organismes complémentaires,4Axes,20-62727,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-10246,legacy,72318000,72318000,,44093,Nantes cedex,1211791.0,,,2020-08-05,2020-05-14
21-15299,2021-02-04,2021-03-05,,CHU de Nantes,44,JOUE,APPEL_OFFRE,Avis de marché,NEGOCIE,SERVICES,5|1|,Informatique (prestations de services),Développement et mise en oeuvre multi sites d'un logiciel de médecine de précision pour la Recherche,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-15299,legacy,72212180,72212180,,44093,Nantes cedex,,48.0,DUREE_MOIS,,
21-12561,2021-01-29,2021-02-15,,GIE SESAM Vitale,72,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,SERVICES,|10|6,Assistance technique|Informatique (prestations de services),PCN-20-02 - Assistance Technique Décisionnel,Micropole france,20-16671,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-12561,legacy,72611000,72611000,,72019,Le Mans Cedex 2,1033605.0,,,2021-01-18,2020-02-05
21-16505,2021-02-06,2021-03-09,,Conseil régional des Pays de la Loire,44|49|53|72|85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),Assistance technique pour les extensions des réseaux numériques pour les lycées publics et établissements régionaux d'enseignement adapté (EREA) de la Région des Pays de la Loire,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-16505,legacy,72315100,72315100|None,,44966,Nantes cedex 9,,12.0,DUREE_MOIS,,
21-15013,2021-02-04,2021-05-02,,ComCom des Vallées du Haut-Anjou,49,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (prestations de services),Numéro de la consultation : 20cc026 Externalisation des infrastructures et fournitures de services d'infogérance des systèmes d'information de la Ccvha,Maine Cloud Telecom,20-105702,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-15013,legacy,72212421,72212421,,49220,Le Lion d'Angers,718350.0,,,2020-12-04,2020-08-31
21-20759,2021-02-12,2021-03-19,2021-03-19T11:00:00+00:00,ARAFER,72|75,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Site internet,"Définition, conception, réalisation, hébergement et maintenance du site internet de l'Autorité de Régulation des Transports",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-20759,legacy,None,None|72130000|72413000|72415000,,72019,LE MANS,138000.0,24.0,DUREE_MOIS,,
21-15176,2021-02-04,2021-05-02,,ARAFER,72|75,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Logiciel,Dématérialisation des processus métiers,Atol Conseils et Développements,20-94120|20-99384,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-15176,legacy,72268000,72268000|None,,72019,Le Mans,240000.0,,,2020-12-10,2020-07-27
21-19596,2021-02-13,2021-03-23,,Ville d'Alençon,61|72,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),Fourniture d'accès internet isolés pour la Ville et la Communauté urbaine d'Alençon,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-19596,legacy,72400000,72400000,,61014,Alençon,240000.0,12.0,DUREE_MOIS,,
21-16061,2021-02-06,2021-04-06,,Conseil départemental Loire-Atlantique,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (prestations de services),Assistance à l'adaptation du logiciel de gestion des ressources humaines HR ACCESS,Société SOPRA HR SOFTWARE,20-114714,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-16061,legacy,72611000,72611000|72268000,,44041,NANTES,2500000.0,,,2021-02-01,2020-09-23
21-23663,2021-02-19,2021-03-15,2021-03-15T16:00:00+00:00,Cté de Communes d'Erdre et Gesvres,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Informatique (prestations de services)|Télécommunications,Services de télécommunications,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-23663,legacy,64000000,64000000|64221000|32412110|64210000,,44119,Grandchamp des Fontaines,,,,,
21-16776,2021-02-07,2021-05-05,,Conseil départemental Loire-Atlantique,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Informatique (matériel),"Matériels informatiques, serveurs, logiciels et services associés, pour les collèges, les services départementaux et les structures associées du Département de Loire-Atlantique (centrale d'achat)",Iliane,20-117677,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-16776,legacy,30230000,30230000|48000000,,44041,NANTES,13000000.0,,,2021-01-19,2020-09-30
21-22700,2021-02-19,2022-04-12,,Ministère des Affaires étrangères,75|44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Abris|Prestations de services,Prestations intellectuelles informatiques pour les applications du Ministère de l'Europe et des Affaires Etrangères et ses opérateurs,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-22700,legacy,72000000,72000000,,75015,Paris,29000000.0,24.0,DUREE_MOIS,,
21-17904,2021-02-10,2021-04-15,,CHU de Nantes,44,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,SERVICES,|10|6,Prestations de services,"Maintenance courante et évolutive, Attribution d'une licence d'exploitation pour la commercialisation et le déploiement, et Gouvernance nationale de l'application informatique Easydore®",GFI Progiciels,20-50446,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-17904,legacy,72000000,72000000,,44093,Nantes cedex,640000.0,,,2020-11-04,2020-04-10
21-23643,2021-02-19,2021-03-17,2021-03-17T10:00:00+00:00,Vendée Habitat - OPH de Vendée,85,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Informatique (prestations de services),MARCHE DE FOURNITURE D'UNE SOLUTION INFORMATIQUE DE GESTION DE TAXE FONCIERE BATIE ET NON BATIE,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-23643,legacy,48000000,48000000,,85002,La roche sur yon,,,,,
21-17803,2021-02-10,2021-04-19,,Conseil régional des Pays de la Loire,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Logiciel,ADMINISTRATION DE BASES DE DONNEES,GFI INFORMATIQUE / INETUM,20-124045,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-17803,legacy,72250000,72250000,,44966,Nantes cedex 9,200000.0,,,2021-02-02,2020-10-09
21-25043,2021-02-23,2021-03-22,2021-03-22T16:00:00+00:00,Ville de Carquefou,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,FOURNITURES,5|1|,Matériel scénique|Sonorisation|Spectacle,Achat de matériel de spectacle professionnel pour le théatre de la Fleuriaye et l'Ecole Municipale de Musique à Carquefou,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-25043,legacy,None,None|31518100|32342300|32342410,,44471,Carquefou Cedex,,6.0,DUREE_MOIS,,
21-17139,2021-02-10,2021-02-15,,CIF GIE GEIPCI,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (prestations de services)|Télécommunications|Télégestion|Informatique (maintenance serveurs et réseaux),Evolution de l'infrastructure informatique et de la téléphonie,OCEANET TECHNOLOGY|TIBCO SERVICES|BOUYGUES TELECOM,20-130827,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-17139,legacy,72514000,72514000|None,,44000,NANTES,638955.0,,,2021-01-12,2020-10-28
21-25169,2021-02-23,2021-04-02,2021-04-02T11:00:00+00:00,Orchestre National des Pays de la Loir,49|44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Logiciel,La consultation a pour objet la mise en place d'une solution de paye et de gestion des ressources humaines et de prestations de maintenance et d'assistance associées :- pour les personnels,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-25169,legacy,48450000,48450000,,49052,Angers cedex 02,,,,,
21-18119,2021-02-11,2021-04-09,,Université d'Angers,49,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Déchets non ménagers (prestations),"Collecte, transport et traitement des déchets chimiques",TRIADIS SERVICE SAS,20-120399,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-18119,legacy,90520000,90520000|72267000,,49035,Angers cedex 01,18450.0,,,2021-02-02,2020-10-07
21-25103,2021-02-25,2021-03-26,,COMMUNE LES SABLES D OLONNE,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,"Cd, DVD|Jeux, jouets|Livres","achat de livres non scolaires, de cd, de dvd et de jeux de société pour les médiathèques et la ludothèque",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-25103,legacy,22110000,22110000|48912000|30234400|30237380,,85100,Les Sables d'Olonne,180000.0,12.0,DUREE_MOIS,,
21-19050,2021-02-12,2021-03-12,,VENDEE,85,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Télécommunications,"Fourniture, installation et maintien des infrastructures informatiques et télécommunications pour le Vendée Globe 2020-2021",ORANGE SA,20-88562,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-19050,legacy,32523000,32523000,,85000,La Roche sur Yon,240000.0,,,2020-09-01,2020-07-09
21-26465,2021-02-27,2021-03-30,,CHU de Nantes,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),"PRESTATIONS D'ASSISTANCE TECHNIQUE POUR LA CONCEPTION, LA MISE EN OEUVRE ET le MAINTIEN AUX CONDITIONS OPÉRATIONNELLES DES APPLICATIONS DU SI DU GHT44 (2 LOTS)",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-26465,legacy,72611000,72611000,,44093,Nantes cedex,,,,,
21-21839,2021-02-18,2021-05-16,,SEM CENOVIA,72,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Contrôle d'accès|Terrassement|Télésurveillance,Mise En Place D'Equipements De Peage Et De Videosurveillance Sur Le Parc De Stationnement De La Clinique Du Pre Au Mans Avec Prestations De Maintenance Associees,Garczynski Traploir Citeos|Garczynski Traploir Citeos|Scheidt Et Bachmann France,20-154115,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-21839,legacy,34996300,34996300|45111291|32323500,,72015,Le Mans,271145.98,,,2021-02-11,2020-12-22
21-26779,2021-02-28,2021-04-01,,Conseil régional des Pays de la Loire,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),MAINTENANCE ET EVOLUTIONS DU SYSTEME DE STOCKAGE DES DONNEES,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-26779,legacy,72250000,72250000,,44966,Nantes,,24.0,DUREE_MOIS,,
21-21847,2021-02-18,2021-03-18,,VENDEE,85,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Sonorisation,Sonorisation intérieure et extérieure du Vendée Globe 2020-2021,SARL ELCE EXPO|ELEC EXPO,20-60923,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-21847,legacy,32342410,32342410,,85000,La Roche sur Yon,37800.0,,,2020-08-10,2020-05-06
22-1668,2022-01-05,2022-01-26,,LYCEE POLYVALENT LEONARD DE VINCI,85,FNS,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Audiovisuel,Renouvellement Materiel Audiovisuel pour le lycée Leonard de Vinci (85),,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:22-1668,legacy,32321300,32321300,,85600,Montaigu,1.0,,,,
21-171661,2022-01-02,2022-02-28,,CHU de Nantes,44,JOUE,ATTRIBUTION,Résultat de marché,ATTRIBUE_SANS_PUB_JOUE,SERVICES,|10|6,Informatique (prestations de services),Licence d'utilisation pour la base de données Thériaque et de la base de données Thériaque Diététique,CNHIM,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-171661,legacy,72321000,72321000,,44093,Nantes cedex,446775.0,,,2021-10-20,
22-21742,2022-02-12,2022-02-28,,Conseil régional des Pays de la Loire,44,JOUE,RECTIFICATIF,Rectificatif,,SERVICES,,Informatique (prestations de services),RENOUVELLEMENT DES INFRASTRUCTURES DE SECURITE INFORMATIQUE Renouvellement de l'infrastructure de sécurité informatique et des solutions de détection des menaces,,22-8616,,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:22-21742,legacy,72212730,72212730,,44966,Nantes Cedex 9,,,,,
22-2168,2022-01-06,2022-02-03,,Ville d'Orvault,44,FNS,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Alarme,"Maintenance et exploitation des équipements anti-intrusion, de télésurveillance et de vidéosurveillance de la Ville d'Orvault.",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:22-2168,legacy,35121700,35121700,,44700,ORVAULT,,,,,
22-106,2022-01-05,2022-03-03,,CHU de Nantes,44,JOUE,ATTRIBUTION,Résultat de marché,ATTRIBUE_SANS_PUB_JOUE,SERVICES,|10|6,Informatique (prestations de services),Maintenance de la suite progicielle M-RH / M-PH,MAINCARE,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:22-106,legacy,72267000,72267000,,44093,Nantes cedex,2443291.0,,,2021-12-14,
22-22787,2022-02-14,2022-03-14,,LA GARNACHE,85,FNS,RECTIFICATIF,Rectificatif,,FOURNITURES,,Maintenance|Surveillance,fourniture et installation de systèmes de vidéosurveillance avec contrat de maintenance associé (rectificatif),,22-15926,,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:22-22787,legacy,32323500,32323500,,85710,LA GARNACHE,,,,,
22-2032,2022-01-07,2022-02-28,,ONIRIS,44,JOUE,APPEL_OFFRE,Avis de marché,DIALOGUE_COMPETITIF,FOURNITURES,5|1|,Logiciel,"Conception, développement, intégration, formation et maintenance d'un système d'information et de gestion de Laboratoire (LABERCA)",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:22-2032,legacy,48000000,48000000,,44307,Nantes cedex 3,500000.0,72.0,DUREE_MOIS,,
22-712,2022-01-06,2022-04-03,,COMMUNE DE BOUAYE,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,TRAVAUX,|10|6,Maçonnerie|Menuiserie|Plomberie (travaux),Construction du nouveau groupe scolaire Victor Hugo,,21-87351,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:22-712,legacy,45214200,45214200|45112500|45262522|45261100|44142000|71631430|39511100|45443000|45421000|44316500|45320000|45421146|45432130|44810000|42416100|45330000|09310000|39221000|77310000|32400000,,44830,Bouaye,,,,,2021-06-30
22-17129,2022-02-17,2049-11-18,,"Syndicat Mixte "" Sarthe Numérique """,72,JOUE,MODIFICATION,Modification,,SERVICES,,Télécommunications,"concession de travaux et de services pour le financement, la construction, la maintenance et l'exploitation de boucles locales optiques de dessertes à l'usager final sur le territoire de la sarthe",,17-165318|19-28399|19-172745,,MODIFICATION,https://www.boamp.fr/pages/avis/?q=idweb:22-17129,legacy,64200000,64200000|32412100|None,,72072,Le Mans,932000000.0,360.0,DUREE_MOIS,2019-01-09,2019-02-26
22-5921,2022-01-14,2022-02-21,,COMMUNE DE SAINT NAZAIRE,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Evénementiel,2021110115mv _ Prestations de conception événementielle et de création de productions visuelles et audio,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:22-5921,legacy,79952000,79952000|32354500,,44600,Saint Nazaire,,48.0,DUREE_MOIS,,
22-2207,2022-01-08,2022-02-06,,FONDATION PARTENARIALE POLYTECH,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (prestations de services),"DEVELOPPEMENT D'UN OUTIL DE GESTION A DESTINATION DU CONCOURS POLYTECH CONCEPTION, MISE EN SERVICE",OUIDOU CONSULTING,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:22-2207,legacy,72212900,72212900,,13007,Marseilles,188925.0,,,2022-01-05,2021-11-15
22-26974,2022-02-24,2022-03-01,,SEMITAN mandataire de Nantes Métropole,44,JOUE,RECTIFICATIF,Rectificatif,,SERVICES,,Logiciel,Connexion Lignes 1 & 2 Phase 2 CETEX Babinière - CFA PCC - MTIC12 (rectificatif),,22-24441,,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:22-26974,legacy,72212100,72212100,,44046,Nantes Cedex 1,,,,,
22-7823,2022-01-16,2022-03-24,,La Cité des Congrès de Nantes,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Audiovisuel|Câblage|Fibre optique|Informatique (prestations de services)|Matériel de téléphonie|Informatique (maintenance serveurs et réseaux),Accord-cadre relatif à l'évolution et la maintenance des infrastructures IT et à la mise en oeuvre d'une infrastructure d'Intercom pour la Cité des Congrès de Nantes,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:22-7823,legacy,32424000,32424000|None,,44041,Nantes,400000.0,24.0,DUREE_MOIS,,
22-5893,2022-01-12,2022-02-12,,Nantes Métropole,44,FNS,ATTRIBUTION,Résultat de marché,PROCEDURE_ADAPTE,SERVICES,|10|6,Informatique (prestations de services)|Logiciel,réalisation d'un cadastre solaire pour le territoire de nantesmétropole,cythelia energie,21-122032,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:22-5893,legacy,72000000,72000000,,44929,Nantes cedex9,,,,2022-01-06,
22-39034,2022-03-16,2022-03-25,,Vendée Expansion,85,FNS,RECTIFICATIF,Rectificatif,,SERVICES,,Informatique (prestations de services),Mise à disposition d'une plateforme de marketing conversationnel,,22-28144,,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:22-39034,legacy,72500000,72500000,,,,,,,,
