contract_id,buyer_key,cpv_div2,category_label,contract_start,declared_duration_months,dur_was_imputed,estimated_end_date,event,renewal_contract_id,observed_duration_months,composite_score,text_similarity,cpv_match_score,cpv_used_in_score,temporal_score,start_date_source,link_method,type_procedure,type_marche,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict
BOAMP:17-96902,SIREN:214401846,48.0,Software & Applications,2017-07-13,48.0,False,2021-07-13,1,BOAMP:21-101248,51.71,0.4142,0.3445,0.2,True,0.382,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.4142,,,1,True,False
BOAMP:17-82154,NAME:nantes metropole,79.0,Unknown,2017-07-13,36.0,False,2020-07-12,1,BOAMP:20-98214,36.76,0.5666,0.605,0.0,True,0.8732,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.5666,0.5666,0.0,15,False,False
BOAMP:17-100085,SIREN:244900015,42.0,Unknown,2017-11-10,24.0,False,2019-11-10,1,BOAMP:19-85688,24.93,0.4253,0.2662,0.0,True,0.8443,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,300000.0,0.4253,0.3793,0.045999999999999985,4,False,False
BOAMP:17-101340,NAME:crous de rennes,32.0,Telecom & Networks,2017-07-15,48.0,True,2021-07-15,0,,89.55,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-102708,SIREN:234400034,48.0,Software & Applications,2017-07-18,36.0,False,2020-07-17,1,BOAMP:20-65753,36.14,0.5979,0.5063,0.2,True,0.9772,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5979,0.5293,0.0686,8,False,False
BOAMP:17-102482,SIREN:264400136,72.0,IT Services & Consulting,2017-07-18,48.0,True,2021-07-18,1,BOAMP:21-113953,49.08,0.7885,0.5613,1.0,True,0.82,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.7885,0.7754,0.0131,5,False,False
BOAMP:17-102187,SIREN:194909701,32.0,Telecom & Networks,2017-07-19,36.0,False,2020-07-18,1,BOAMP:20-47300,37.52,0.5278,0.5708,0.0,True,0.7473,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.5278,0.3947,0.13310000000000005,2,False,False
BOAMP:17-100105,SIREN:214401846,48.0,Software & Applications,2017-07-20,12.0,False,2018-07-20,1,BOAMP:18-36652,7.98,0.6389,0.4319,1.0,True,0.3305,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,400000.0,0.6389,0.6344,0.0045000000000000595,8,False,False
BOAMP:17-103193,SIREN:234400034,48.0,Software & Applications,2018-03-19,48.0,True,2022-03-19,1,BOAMP:22-72517,50.1,0.9008,0.927,1.0,True,0.6502,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.9008,0.6686,0.23220000000000007,14,False,True
BOAMP:17-102923,SIREN:234400034,48.0,Software & Applications,2017-07-20,48.0,False,2021-07-20,1,BOAMP:21-86773,47.21,0.5407,0.5428,0.0,True,0.8679,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5407,0.4973,0.04339999999999994,11,False,False
BOAMP:17-103816,NAME:dirisi,32.0,Telecom & Networks,2017-12-20,66.0,False,2023-06-21,0,,84.36,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,360000.0,,,,0,False,False
BOAMP:17-102568,NAME:carene,48.0,Software & Applications,2017-07-21,48.0,False,2021-07-21,0,,89.36,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-104235,SIREN:391722881,48.0,Software & Applications,2017-07-22,36.0,False,2020-07-21,1,BOAMP:20-97584,36.3,0.4605,0.3013,0.0,True,0.9498,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.4605,0.4589,0.0016000000000000458,5,False,False
BOAMP:17-104895,SIREN:264900390,35.0,Cybersecurity,2017-10-09,48.0,True,2021-10-09,0,,86.73,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,560000.0,,,,0,False,False
BOAMP:17-104307,SIREN:214401846,39.0,Unknown,2017-11-09,48.0,False,2021-11-09,1,BOAMP:21-169350,52.79,0.5674,0.6927,0.4,True,0.2013,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,100000.0,0.5674,,,1,True,False
BOAMP:17-105683,SIREN:247200132,39.0,Software & Applications,2017-12-20,2.0,False,2018-02-18,0,,84.36,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:17-106453,SIREN:214401580,,Telecom & Networks,2017-07-24,48.0,True,2021-07-24,1,BOAMP:21-39936,47.01,0.5603,0.258,,False,0.8351,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.5603,,,1,True,False
BOAMP:17-106009,NAME:nantes metropole,72.0,Cybersecurity,2017-11-26,48.0,False,2021-11-26,1,BOAMP:22-26998,50.95,0.6543,0.3817,1.0,True,0.5079,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6543,0.5129,0.14139999999999997,17,False,False
BOAMP:17-106845,SIREN:214900201,45.0,Unknown,2017-07-28,14.0,False,2018-09-27,1,BOAMP:19-21081,19.94,0.2549,0.2572,0.0,True,0.0099,publication_date,sentence_transformers,OUVERT,TRAVAUX,0,0,0,820000.0,0.2549,,,1,True,False
BOAMP:17-109941,SIREN:214401846,48.0,Software & Applications,2017-11-13,12.0,False,2018-11-13,1,BOAMP:18-122920,12.52,0.5069,0.4352,0.0,True,0.9139,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5069,0.5008,0.006099999999999994,3,False,False
BOAMP:17-110921,SIREN:194401006,48.0,Software & Applications,2017-12-18,48.0,False,2021-12-18,0,,84.43,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:17-103068,SIREN:241700434,32.0,Telecom & Networks,2017-08-10,48.0,True,2021-08-10,0,,88.7,,,,,,publication_date,none,,SERVICES,0,0,0,7300000.0,,,,0,False,False
BOAMP:17-115008,SIREN:281700252,,Data & AI,2017-08-10,12.0,False,2018-08-10,0,,88.7,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,34000.0,,,,0,False,False
BOAMP:17-114118,SIREN:234400034,48.0,Software & Applications,2017-12-28,48.0,True,2021-12-28,1,BOAMP:22-72517,52.76,0.791,0.8742,1.0,True,0.2067,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.791,0.6165,0.1745,11,False,True
BOAMP:17-114694,NAME:hop intercommunal du baugeois et val,32.0,Telecom & Networks,2017-12-12,12.0,False,2018-12-12,0,,84.63,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:17-111330,NAME:nantes metropole,72.0,Cybersecurity,2018-01-16,12.0,False,2019-01-16,1,BOAMP:19-36958,16.36,0.6737,0.5476,1.0,True,0.2733,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6737,0.6209,0.05279999999999996,13,False,False
BOAMP:17-115598,NAME:drac pays de la loire,92.0,Data & AI,2017-08-12,5.0,False,2018-01-11,0,,88.63,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-117075,NAME:syndicat mixte pour le dvlpt numerique,72.0,IT Services & Consulting,2017-08-17,48.0,True,2021-08-17,1,BOAMP:21-133433,49.61,0.9381,0.9791,1.0,True,0.7324,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.9381,,,1,True,False
BOAMP:17-117591,SIREN:217201540,45.0,Unknown,2017-08-18,48.0,True,2021-08-18,0,,88.44,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:17-118765,SIREN:234400034,48.0,Software & Applications,2017-12-14,12.0,False,2018-12-14,1,BOAMP:18-150422,10.41,0.5031,0.5149,0.0,True,0.7357,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5031,0.4908,0.012299999999999978,12,False,False
BOAMP:17-119142,NAME:prefecture,72.0,IT Services & Consulting,2017-08-23,48.0,True,2021-08-23,0,,88.27,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-120212,SIREN:234400034,72.0,IT Services & Consulting,2017-12-15,12.0,False,2018-12-15,1,BOAMP:18-103319,7.13,0.5888,0.378,1.0,True,0.1881,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5888,0.5053,0.08350000000000002,16,False,False
BOAMP:17-115928,NAME:ademe,72.0,IT Services & Consulting,2018-04-24,48.0,False,2022-04-24,0,,80.26,,,,,,attribution_award_date,none,RESTREINT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-120545,NAME:e collectivites vendee,72.0,IT Services & Consulting,2017-11-06,12.0,False,2018-11-06,0,,85.81,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-123450,SIREN:935367433,48.0,Software & Applications,2017-09-03,48.0,False,2021-09-03,1,BOAMP:21-77546,45.2,0.4943,0.5937,0.0,True,0.5339,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,2500000.0,0.4943,0.4852,0.009099999999999997,6,False,False
BOAMP:17-123584,SIREN:200006971,45.0,Data & AI,2017-12-04,7.0,False,2018-07-05,0,,84.89,,,,,,attribution_award_date,none,OUVERT,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:17-124242,SIREN:287200265,35.0,Cybersecurity,2017-10-27,48.0,True,2021-10-27,0,,86.14,,,,,,attribution_award_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:17-123595,SIREN:244400404,44.0,Telecom & Networks,2018-01-18,12.0,False,2019-01-18,1,BOAMP:18-146989,9.1,0.5111,0.6444,0.0,True,0.5166,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,75000.0,0.5111,0.4617,0.0494,2,False,False
BOAMP:17-124586,SIREN:194909701,72.0,IT Services & Consulting,2017-12-15,36.0,False,2020-12-14,1,BOAMP:20-114106,33.15,0.9049,1.0,1.0,True,0.5245,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.9049,0.4011,0.5038,4,False,True
BOAMP:17-128615,NAME:inserm,72.0,IT Services & Consulting,2017-09-14,24.0,False,2019-09-14,0,,87.55,,,,,,publication_date,none,RESTREINT,SERVICES,0,0,0,4000000.0,,,,0,False,False
BOAMP:17-129931,NAME:cmar pays de la loire,72.0,IT Services & Consulting,2017-09-17,48.0,False,2021-09-17,0,,87.45,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:17-127198,NAME:carene,44.0,Unknown,2017-12-19,12.0,False,2018-12-19,0,,84.4,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,40000.0,,,,0,False,False
BOAMP:17-130980,NAME:e collectivites vendee,72.0,IT Services & Consulting,2017-09-17,48.0,False,2021-09-17,0,,87.45,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:17-117419,NAME:dsna,32.0,Telecom & Networks,2017-12-13,48.0,False,2021-12-13,0,,84.59,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,300000.0,,,,0,False,False
BOAMP:17-133782,SIREN:214401325,72.0,IT Services & Consulting,2017-09-22,12.0,False,2018-09-22,1,BOAMP:18-146310,12.84,0.4612,0.3484,0.0,True,0.8592,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.4612,,,1,True,False
BOAMP:17-135447,SIREN:130029747,,Data & AI,2017-09-26,48.0,True,2021-09-26,1,BOAMP:21-61224,43.3,0.4496,0.3597,,False,0.2164,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.4496,0.363,0.08660000000000001,2,False,False
BOAMP:17-134575,SIREN:110006012,72.0,Cybersecurity,2018-01-16,48.0,False,2022-01-16,0,,83.48,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,2000000.0,,,,0,False,False
BOAMP:17-135932,SIREN:188500490,45.0,Unknown,2017-09-28,48.0,True,2021-09-28,0,,87.09,,,,,,publication_date,none,OUVERT,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:17-136551,SIREN:130001704,72.0,IT Services & Consulting,2017-09-30,48.0,False,2021-09-30,1,BOAMP:21-53955,42.77,0.3911,0.2885,0.4,True,0.1288,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.3911,,,1,True,False
BOAMP:17-130666,NAME:ademe,72.0,IT Maintenance & Support,2017-10-01,48.0,False,2021-10-01,0,,86.99,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-138140,SIREN:214400558,32.0,Telecom & Networks,2017-10-04,12.0,False,2018-10-04,0,,86.89,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-140377,SIREN:234400034,72.0,Cybersecurity,2017-12-14,24.0,False,2019-12-14,1,BOAMP:20-5957,25.07,0.5365,0.4301,0.2,True,0.8224,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5365,0.5287,0.007800000000000029,6,False,False
BOAMP:17-141116,NAME:ville du mans,18.0,Telecom & Networks,2017-10-06,48.0,True,2021-10-06,1,BOAMP:21-103746,45.63,0.5525,0.3584,,False,0.6051,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,25000.0,0.5525,,,1,True,False
BOAMP:17-140760,NAME:plate forme achats finances nord est,35.0,Cybersecurity,2017-10-08,12.0,False,2018-10-08,0,,86.76,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,49392.0,,,,0,False,False
BOAMP:17-140948,SIREN:234400034,48.0,Software & Applications,2017-12-30,48.0,True,2021-12-30,1,BOAMP:22-72517,52.69,0.7698,0.8156,1.0,True,0.2177,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.7698,0.6655,0.10430000000000006,12,False,True
BOAMP:17-142028,SIREN:130029747,72.0,IT Services & Consulting,2017-10-11,47.0,False,2021-09-10,1,BOAMP:21-96695,46.94,0.4948,0.3666,0.0,True,0.9908,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4948,0.415,0.07980000000000004,2,False,False
BOAMP:17-142035,SIREN:234400034,48.0,Software & Applications,2017-12-26,48.0,False,2021-12-26,1,BOAMP:22-72517,52.83,0.5426,0.2586,1.0,True,0.1958,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5426,0.5099,0.03269999999999995,10,False,False
BOAMP:17-144102,SIREN:130029747,35.0,Cybersecurity,2018-02-01,48.0,True,2022-02-01,0,,82.95,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:17-143241,NAME:nantes metropole,48.0,Software & Applications,2018-06-20,60.0,False,2023-06-20,1,BOAMP:23-132830,63.3,0.6815,0.4792,1.0,True,0.4492,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.6815,0.6754,0.006099999999999994,15,False,False
BOAMP:17-148560,NAME:cc du pays de chantonnay,72.0,IT Services & Consulting,2017-10-22,48.0,False,2021-10-22,0,,86.3,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-147216,SIREN:865800767,45.0,Unknown,2017-10-23,54.0,False,2022-04-23,0,,86.27,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:17-152746,NAME:ctre hosp universitaire angers,48.0,Software & Applications,2017-12-08,48.0,False,2021-12-08,1,BOAMP:21-156783,47.6,0.4898,0.3826,0.0,True,0.9336,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4898,,,1,True,False
BOAMP:17-155889,SIREN:180092025,32.0,Telecom & Networks,2018-02-09,6.0,False,2018-08-10,0,,82.69,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:17-158731,SIREN:228500013,72.0,IT Services & Consulting,2018-02-27,48.0,True,2022-02-27,1,BOAMP:22-105832,52.96,0.4477,0.4072,0.4,True,0.1739,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.4477,0.4367,0.01100000000000001,3,False,False
BOAMP:17-159373,SIREN:264400136,72.0,IT Services & Consulting,2018-04-03,48.0,False,2022-04-03,1,BOAMP:22-87982,50.66,0.8063,0.7372,1.0,True,0.5572,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.8063,0.6278,0.1785,5,False,True
BOAMP:17-158224,NAME:nantes metropole,48.0,Software & Applications,2018-04-24,48.0,False,2022-04-24,1,BOAMP:22-69242,48.65,0.7115,0.3332,1.0,True,0.8912,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.7115,0.6374,0.07410000000000005,16,False,True
BOAMP:17-159853,SIREN:244900015,72.0,IT Services & Consulting,2017-11-13,36.0,False,2020-11-12,1,BOAMP:20-66280,40.37,0.5926,0.7212,0.4,True,0.2709,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.5926,0.4122,0.1804,2,False,False
BOAMP:17-161917,SIREN:935367433,72.0,IT Maintenance & Support,2017-11-18,12.0,False,2018-11-18,1,BOAMP:18-149893,11.24,0.7903,0.5395,1.0,True,0.8725,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,3200000.0,0.7903,0.583,0.20730000000000004,6,False,True
BOAMP:17-161006,SIREN:244900015,48.0,Software & Applications,2018-11-21,48.0,False,2022-11-21,1,BOAMP:22-162609,48.59,0.5434,0.4076,0.2,True,0.9021,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,210000.0,0.5434,0.5425,0.0009000000000000119,3,False,False
BOAMP:17-163707,SIREN:391722881,72.0,IT Services & Consulting,2017-11-22,24.0,False,2019-11-22,1,BOAMP:19-169855,23.65,0.5959,0.5186,0.2,True,0.9422,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5959,0.3272,0.2687,2,False,False
BOAMP:17-161606,NAME:carene,32.0,Telecom & Networks,2017-11-23,48.0,True,2021-11-23,0,,85.25,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,84000.0,,,,0,False,False
BOAMP:17-165149,NAME:oniris,72.0,Digital Workplace & Collaboration,2017-11-25,12.0,False,2018-11-25,0,,85.18,,,,,,publication_date,none,NEGOCIE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-165815,NAME:dreal bretagne,48.0,Software & Applications,2018-06-05,48.0,False,2022-06-05,1,BOAMP:22-44037,45.63,0.5293,0.6457,0.0,True,0.6051,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5293,,,1,True,False
BOAMP:17-165817,NAME:dreal bretagne,48.0,Software & Applications,2018-05-18,48.0,False,2022-05-18,1,BOAMP:22-44037,46.22,0.6907,1.0,0.0,True,0.7037,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6907,,,1,True,False
BOAMP:17-166932,SIREN:130025158,32.0,Telecom & Networks,2017-11-27,48.0,True,2021-11-27,0,,85.12,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:17-167643,SIREN:935367433,32.0,Telecom & Networks,2017-11-28,12.0,False,2018-11-28,1,BOAMP:19-81470,17.81,0.4266,0.3002,0.6,True,0.0324,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.4266,0.4258,0.0007999999999999674,6,False,False
BOAMP:17-167707,NAME:nantes metropole,48.0,Software & Applications,2017-11-28,48.0,False,2021-11-28,1,BOAMP:21-143183,46.88,0.8101,0.6187,1.0,True,0.8132,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.8101,0.7678,0.042300000000000004,18,False,False
BOAMP:17-168569,NAME:nantes metropole,72.0,GIS & Mapping,2017-11-29,48.0,True,2021-11-29,1,BOAMP:22-21573,50.39,0.8347,0.7862,1.0,True,0.601,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.8347,0.5614,0.2733,13,False,True
BOAMP:17-171316,SIREN:234400034,72.0,Cybersecurity,2018-03-22,48.0,False,2022-03-22,1,BOAMP:21-126684,45.66,0.6037,0.2038,1.0,True,0.6106,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6037,0.5371,0.06659999999999999,14,False,False
BOAMP:17-172862,SIREN:528848153,72.0,Digital Workplace & Collaboration,2017-12-08,72.0,False,2023-12-08,0,,84.76,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:17-173975,SIREN:234400034,48.0,Software & Applications,2017-12-13,24.0,False,2019-12-13,1,BOAMP:19-137030,20.96,0.7107,0.5301,1.0,True,0.4932,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.7107,0.5337,0.17700000000000005,8,False,True
BOAMP:17-174760,SIREN:284400017,35.0,Cybersecurity,2018-01-30,48.0,True,2022-01-30,1,BOAMP:22-17364,48.16,0.4818,0.3427,0.0,True,0.9733,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4818,0.4358,0.045999999999999985,2,False,False
BOAMP:17-173663,NAME:nantes metropole,48.0,Software & Applications,2017-12-16,60.0,False,2022-12-16,1,BOAMP:22-154717,59.23,0.7937,0.5483,1.0,True,0.8719,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.7937,0.7697,0.02399999999999991,22,False,False
BOAMP:17-176560,SIREN:285300018,35.0,Cybersecurity,2017-12-17,24.0,False,2019-12-17,0,,84.46,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,976500.0,,,,0,False,False
BOAMP:17-177418,SIREN:214401846,32.0,Telecom & Networks,2017-12-20,48.0,False,2021-12-20,1,BOAMP:22-5921,52.83,0.4098,0.5516,0.0,True,0.1958,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,50000.0,0.4098,0.3802,0.029600000000000015,3,False,False
BOAMP:17-129614,NAME:nantes metropole,72.0,Cybersecurity,2017-12-21,48.0,False,2021-12-21,1,BOAMP:22-26998,50.13,0.8085,0.6989,1.0,True,0.6448,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.8085,0.5983,0.21019999999999994,15,False,True
BOAMP:17-179962,SIREN:234400034,45.0,Telecom & Networks,2017-12-21,6.0,False,2018-06-21,1,BOAMP:18-95630,6.57,0.981,1.0,1.0,True,0.9049,publication_date,sentence_transformers,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,0.981,0.4131,0.5679,4,False,True
BOAMP:17-178496,SIREN:214401846,32.0,Telecom & Networks,2017-12-21,48.0,True,2021-12-21,1,BOAMP:22-5921,52.79,0.4015,0.5281,0.0,True,0.2013,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,110000.0,0.4015,0.3362,0.06530000000000002,2,False,False
BOAMP:17-179112,NAME:nantes metropole,72.0,IT Services & Consulting,2017-12-22,48.0,False,2021-12-22,1,BOAMP:22-26998,50.1,0.4816,0.3789,0.2,True,0.6502,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4816,0.4745,0.007099999999999995,11,False,False
BOAMP:18-265,SIREN:234400034,32.0,Telecom & Networks,2018-06-27,12.0,False,2019-06-27,1,BOAMP:19-32405,11.99,0.4321,0.2059,0.0,True,0.9985,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.4321,0.347,0.08510000000000001,5,False,False
BOAMP:18-546,SIREN:244900015,48.0,Software & Applications,2018-04-25,24.0,False,2020-04-24,1,BOAMP:19-176963,20.4,0.429,0.4975,0.0,True,0.4001,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,500000.0,0.429,0.2838,0.1452,2,False,False
BOAMP:18-2518,SIREN:264400136,72.0,IT Services & Consulting,2018-01-09,12.0,False,2019-01-09,1,BOAMP:18-159101,10.15,0.391,0.2565,0.0,True,0.6919,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.391,0.3628,0.028200000000000003,5,False,False
BOAMP:18-4239,SIREN:200067346,35.0,Cybersecurity,2018-03-19,12.0,False,2019-03-19,0,,81.44,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-6884,SIREN:264400136,72.0,IT Services & Consulting,2018-01-16,12.0,False,2019-01-16,1,BOAMP:18-159101,9.92,0.4482,0.4186,0.0,True,0.6535,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.4482,0.4242,0.023999999999999966,5,False,False
BOAMP:18-6138,SIREN:284400017,48.0,Software & Applications,2018-04-12,48.0,False,2022-04-12,1,BOAMP:22-39410,47.17,0.9725,1.0,1.0,True,0.8625,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.9725,0.9265,0.04600000000000004,2,False,False
BOAMP:18-3854,SIREN:218501914,44.0,Unknown,2018-04-05,3.0,False,2018-07-05,0,,80.88,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,290000.0,,,,0,False,False
BOAMP:18-8070,SIREN:244900015,72.0,IT Services & Consulting,2018-01-18,36.0,False,2021-01-17,1,BOAMP:20-66280,38.21,0.473,0.3663,0.2,True,0.6323,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.473,0.4213,0.05169999999999997,4,False,False
BOAMP:18-8615,NAME:gcs esante pays de la loire,72.0,IT Services & Consulting,2018-01-20,48.0,True,2022-01-20,0,,83.34,,,,,,publication_date,none,NEGOCIE,SERVICES,0,0,0,250000.0,,,,0,False,False
